,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,7109.86930897393,3564.318047439394,644.1295791657853,12571.624504128149,12577.802623560323,12608.204732390188,1255.091681720574,1740.4894695766275,6585.39829249052,1434.2863201796408,3935.0510098475784,642.3291494933347,661.7261893097357,4253.590230262928,1630.7597161676088,18093.659589729512,12484.663857267466,12571.624504128149,17841.48226667527,12657.172968311605,4440.316090512318,1010.0911312014509
1,7109.86930897393,0.0,8082.457038765284,7019.129205785099,5475.035937213113,5480.713636440067,5511.32295142766,7722.479946553838,5937.970720626008,2839.691959306102,7874.795794942777,8635.83831335316,7148.10092851722,7320.272570190048,6066.300378841533,6719.222860005115,11918.126357338044,5387.512377911689,5475.035937213113,11742.459359618133,5559.935592500307,3249.813571010699,8090.05432746432
2,3564.318047439394,8082.457038765284,0.0,4202.6819529662225,13069.087011360949,13077.620203846074,13105.563568984393,2452.8311588079196,4944.112071291467,6253.154722111659,4861.45543143263,560.7316592769042,4205.812375187589,4197.501651956661,2385.6843482656805,5140.017571587645,17130.720959426984,12989.020616635846,13069.087011360949,16828.38118241996,13154.2466941615,4832.6943730541625,3403.9512791577313
3,644.1295791657853,7019.129205785099,4202.6819529662225,0.0,12494.156472666667,12499.8423162171,12530.450026881563,1886.147816737484,1286.5610530117497,6757.968198797392,1009.3473482786602,4578.877811838205,128.99286152751972,302.0767050075487,4748.855623546198,1001.6328849603556,18247.78618343731,12406.64059843864,12494.156472666667,18005.50885507668,12579.064650212094,4577.981261925364,1413.347800882438
4,12571.624504128149,5475.035937213113,13069.087011360949,12494.156472666667,0.0,11.329279366674935,36.88049943781753,13104.87423122748,11397.097929355357,6860.444904780963,13341.998827090089,13589.797802862588,12623.12553095958,12795.257898192265,10780.29480735893,12166.001207821822,7832.425105229843,87.93811201604483,0.0,7797.100310761408,86.1808317523697,8415.071968740538,13539.652568950012
5,12577.802623560323,5480.713636440067,13077.620203846074,12499.8423162171,11.329279366674935,0.0,30.780655307853067,13111.86760337141,11402.223584106894,6869.538819691847,13347.263817970126,13598.446170488842,12628.813268244252,12800.962434257775,10789.236912262535,12170.918965925071,7836.9895512705625,93.20888243193862,11.329279366674935,7802.158877952501,79.375387911642,8422.617817869723,13546.038827046703
6,12608.204732390188,5511.32295142766,13105.563568984393,12530.450026881563,36.88049943781753,30.780655307853067,0.0,13141.726286348121,11432.965938298563,6896.384058630394,13377.982127175952,13626.185020306984,12659.420358236945,12831.563899611621,10816.405261611077,12201.686295888396,7816.370448271279,123.82705224346915,36.88049943781753,7782.665790965999,49.30159155550873,8451.941787942786,13576.32752171427
7,1255.091681720574,7722.479946553838,2452.8311588079196,1886.147816737484,13104.87423122748,13111.86760337141,13141.726286348121,0.0,2937.7396772999264,6733.032047548548,2414.881460844373,2751.353367966704,1854.8465637017432,1807.843425845489,3714.7519907291403,2883.6197856835984,18166.75219267937,13019.41615697319,13104.87423122748,17895.565142395393,13191.008215261767,4736.886557704677,985.8679638256755
8,1740.4894695766275,5937.970720626008,4944.112071291467,1286.5610530117497,11397.097929355357,11402.223584106894,11432.965938298563,2937.7396772999264,0.0,6082.248431895365,1952.4469517445239,5400.355965633511,1400.9675687674624,1565.0791886584313,4880.181581180565,805.7208444893962,17452.035298600018,11309.235607939412,11397.097929355357,17226.822751603017,11481.045836611813,3912.503168025468,2678.332850094107
9,6585.39829249052,2839.691959306102,6253.154722111659,6757.968198797392,6860.444904780963,6869.538819691847,6896.384058630394,6733.032047548548,6082.248431895365,0.0,7752.697132715139,6756.839498992627,6875.334853705578,7025.417009396605,3924.400662023378,6871.835287788183,11508.261299014417,6783.557929452412,6860.444904780963,11257.365784097929,6944.320063019724,2187.589856178678,7403.026580510385
10,1434.2863201796408,7874.795794942777,4861.45543143263,1009.3473482786602,13341.998827090089,13347.263817970126,13377.982127175952,2414.881460844373,1952.4469517445239,7752.697132715139,0.0,5161.958978208344,906.9980888659287,796.5570227530799,5684.847471158905,1254.804457954416,19229.406823478603,13254.19587460536,13341.998827090089,18990.69410933293,13426.206599125153,5568.185705852769,1564.8430572046761
11,3935.0510098475784,8635.83831335316,560.7316592769042,4578.877811838205,13589.797802862588,13598.446170488842,13626.185020306984,2751.353367966704,5400.355965633511,6756.839498992627,5161.958978208344,0.0,4569.619554065987,4544.188824601091,2853.189863398762,5542.366635963528,17510.218688694167,13510.308550027978,13589.797802862588,17202.469552291375,13674.74105698447,5386.134942178734,3648.057494958013
12,642.3291494933347,7148.10092851722,4205.812375187589,128.99286152751972,12623.12553095958,12628.813268244252,12659.420358236945,1854.8465637017432,1400.9675687674624,6875.334853705578,906.9980888659287,4569.619554065987,0.0,173.5163144249554,4815.87863313387,1057.5651895878962,18367.964122728226,12535.611332120985,12623.12553095958,18124.92380166346,12708.036520346604,4697.108735846533,1322.4697670720373
13,661.7261893097357,7320.272570190048,4197.501651956661,302.0767050075487,12795.257898192265,12800.962434257775,12831.563899611621,1807.843425845489,1565.0791886584313,7025.417009396605,796.5570227530799,4544.188824601091,173.5163144249554,0.0,4893.803271926061,1165.9796873142088,18522.14959790347,12707.758682075682,12795.257898192265,18277.833450461465,12880.193931434806,4850.380372326853,1196.8620593166854
14,4253.590230262928,6066.300378841533,2385.6843482656805,4748.855623546198,10780.29480735893,10789.236912262535,10816.405261611077,3714.7519907291403,4880.181581180565,3924.400662023378,5684.847471158905,2853.189863398762,4815.87863313387,4893.803271926061,0.0,5410.401955882567,14796.098172075443,10702.438872614366,10780.29480735893,14501.237472510753,10864.573846112246,2925.07035431206,4647.850692392313
15,1630.7597161676088,6719.222860005115,5140.017571587645,1001.6328849603556,12166.001207821822,12170.918965925071,12201.686295888396,2883.6197856835984,805.7208444893962,6871.835287788183,1254.804457954416,5542.366635963528,1057.5651895878962,1165.9796873142088,5410.401955882567,0.0,18257.13175624903,12078.082463680255,12166.001207821822,18031.258331338395,12249.533393794449,4693.881845477628,2362.638811300759
16,18093.659589729512,11918.126357338044,17130.720959426984,18247.78618343731,7832.425105229843,7836.9895512705625,7816.370448271279,18166.75219267937,17452.035298600018,11508.261299014417,19229.406823478603,17510.218688694167,18367.964122728226,18522.14959790347,14796.098172075443,18257.13175624903,0.0,7891.282329947076,7832.425105229843,378.2449302051597,7794.64410484288,13671.853280987707,18895.039031566856
17,12484.663857267466,5387.512377911689,12989.020616635846,12406.64059843864,87.93811201604483,93.20888243193862,123.82705224346915,13019.41615697319,11309.235607939412,6783.557929452412,13254.19587460536,13510.308550027978,12535.611332120985,12707.758682075682,10702.438872614366,12078.082463680255,7891.282329947076,0.0,87.93811201604483,7852.754809600388,172.53078470048152,8331.120851904798,13453.002747864639
18,12571.624504128149,5475.035937213113,13069.087011360949,12494.156472666667,0.0,11.329279366674935,36.88049943781753,13104.87423122748,11397.097929355357,6860.444904780963,13341.998827090089,13589.797802862588,12623.12553095958,12795.257898192265,10780.29480735893,12166.001207821822,7832.425105229843,87.93811201604483,0.0,7797.100310761408,86.1808317523697,8415.071968740538,13539.652568950012
19,17841.48226667527,11742.459359618133,16828.38118241996,18005.50885507668,7797.100310761408,7802.158877952501,7782.665790965999,17895.565142395393,17226.822751603017,11257.365784097929,18990.69410933293,17202.469552291375,18124.92380166346,18277.833450461465,14501.237472510753,18031.258331338395,378.2449302051597,7852.754809600388,7797.100310761408,0.0,7763.105337291043,13427.826498763368,18633.473747863005
20,12657.172968311605,5559.935592500307,13154.2466941615,12579.064650212094,86.1808317523697,79.375387911642,49.30159155550873,13191.008215261767,11481.045836611813,6944.320063019724,13426.206599125153,13674.74105698447,12708.036520346604,12880.193931434806,10864.573846112246,12249.533393794449,7794.64410484288,172.53078470048152,86.1808317523697,7763.105337291043,0.0,8501.213463401637,13625.409665912272
21,4440.316090512318,3249.813571010699,4832.6943730541625,4577.981261925364,8415.071968740538,8422.617817869723,8451.941787942786,4736.886557704677,3912.503168025468,2187.589856178678,5568.185705852769,5386.134942178734,4697.108735846533,4850.380372326853,2925.07035431206,4693.881845477628,13671.853280987707,8331.120851904798,8415.071968740538,13427.826498763368,8501.213463401637,0.0,5308.567892783349
22,1010.0911312014509,8090.05432746432,3403.9512791577313,1413.347800882438,13539.652568950012,13546.038827046703,13576.32752171427,985.8679638256755,2678.332850094107,7403.026580510385,1564.8430572046761,3648.057494958013,1322.4697670720373,1196.8620593166854,4647.850692392313,2362.638811300759,18895.039031566856,13453.002747864639,13539.652568950012,18633.473747863005,13625.409665912272,5308.567892783349,0.0
